"GEOID","population_25_years_and_over","population_25_years_and_overless_than_9th_grade","population_25_years_and_over9th_to_12th_grade_no_diploma","population_25_years_and_overhigh_school_graduate_includes_equivalency","population_25_years_and_oversome_college_no_degree","population_25_years_and_overassociates_degree","population_25_years_and_overbachelors_degree","population_25_years_and_overgraduate_or_professional_degree","population_25_years_and_overhigh_school_graduate_or_higher","population_25_years_and_overbachelors_degree_or_higher","SHAPE_Length","SHAPE_Area"
"08087",18669,1905,1695,5826,4346,1627,2266,1004,15069,3270,2.41367437493475,0.354773764545509
"08089",12658,464,1075,4040,2871,1807,1427,974,11119,2401,2.65062234002256,0.337069567032491
"08091",3986,8,47,542,1166,380,1131,712,3931,1843,2.19984683015342,0.144339477264999
"08093",13890,106,247,3502,3907,1532,3200,1396,13537,4596,3.76899160659497,0.596401338563492
"08095",2850,144,233,800,605,326,490,252,2473,742,1.84757944585912,0.189556396256829
"08097",13447,125,210,1831,1647,1250,5366,3018,13112,8384,2.96665670685545,0.26286862009
"08099",7706,748,626,2255,1947,829,718,583,6332,1301,2.65851369318561,0.436580966804338
"08101",115034,3999,6892,33834,29629,13465,17819,9396,104143,27215,3.43050169133525,0.638829880878508
"08103",4313,86,282,1420,1062,434,699,330,3945,1029,5.18021588239928,0.880027869508313
"08105",7980,463,408,2331,1895,577,1622,684,7109,2306,2.20970764142875,0.241052155366505
"08107",18695,269,353,3035,3816,1724,6218,3280,18073,9498,4.08071029771564,0.651542378904315
"08109",4760,297,338,1460,1035,418,619,593,4125,1212,4.37071803035147,0.84303452975849
"08111",555,19,0,166,106,30,159,75,536,234,1.68991655342125,0.102824157739493
"08113",6242,21,86,1078,1002,314,2730,1011,6135,3741,3.42792589413424,0.342290909756985
"08115",1749,64,133,460,420,280,261,131,1552,392,1.70762661134394,0.151974393634703
"08117",24192,438,882,4207,4864,1024,8436,4341,22872,12777,2.57076776242072,0.168286031705002
"08119",19177,42,372,4782,4931,1961,4015,3074,18763,7089,1.82017474410316,0.150278820208501
"08121",3379,90,200,1052,904,386,493,254,3089,747,3.59484257530236,0.689035717306999
"08123",208860,12040,12838,53024,49613,19776,40238,21331,183982,61569,5.09132322888017,1.10626350241302
"08125",6541,464,355,1858,1651,675,921,617,5722,1538,3.24269247733541,0.647090634007002
"09001",654962,34610,29615,136454,91887,40067,177060,145269,590737,322329,2.8594835208076,0.18172968233892
"09003",628684,26534,34412,162392,106152,52600,137915,108679,567738,246594,2.62217700232809,0.210605837478215
"09005",137919,2739,5687,40662,26256,12669,29273,20633,129493,49906,2.40339675594583,0.264996527333289
"09007",121357,2073,4011,30523,20366,11447,29559,23378,115273,52937,1.8097386031312,0.107653062857538
"09009",604512,26086,32410,178934,101253,44293,117422,104114,546016,221536,2.93222658399373,0.173025662439727
"09011",189965,4736,8487,54331,39861,16907,35980,29663,176742,65643,2.48818587866121,0.19484358439996
"09013",95783,1830,3129,25023,15870,8917,23004,18010,90824,41014,1.85339369848239,0.117123101859024
"09015",81955,2853,5809,28630,16569,8087,11354,8653,73293,20007,1.77397552587515,0.146319536954599
"10001",120839,4736,8776,39620,26194,10474,18796,12243,107327,31039,1.88689377739825,0.161046379166792
"10003",393349,11359,18639,115392,70497,29768,84671,63023,363351,147694,1.92033425884457,0.118063211746901
"10005",176430,6155,12123,54916,32985,16610,30785,22856,158152,53641,2.24320377373205,0.262268560494319
"11001",487726,15816,22118,75562,60253,14508,124285,175184,449792,299469,0.645734240135637,0.0183735483130212
"12001",169822,3820,7763,34518,27591,19410,39331,37389,158239,76720,2.53212895025649,0.233862993555
"12003",18947,653,2034,8294,3655,1433,1743,1135,16260,2878,1.71337929921218,0.14303268881979
"12005",129219,4316,8504,36401,31845,15080,21211,11862,116399,33073,2.25085945829759,0.214263724874445
"12007",20339,1221,2444,8435,4476,1367,1476,920,16674,2396,1.54859270540418,0.0727452061604949
"12009",448084,9826,23822,118401,97562,56522,87283,54668,414436,141951,3.01173759443799,0.308530415943632
"12011",1374668,59255,78645,368968,261596,134914,291484,179806,1236768,471290,2.33965189496626,0.286414427632663
"12013",10150,818,1449,4279,1945,642,757,260,7883,1017,1.87305386027706,0.139598640699494
"12015",153715,3895,8782,51705,36935,14748,23870,13780,141038,37650,2.56061808346894,0.175697964990114
"12017",121075,3278,8953,46072,27932,11362,14448,9030,108844,23478,2.10404856251965,0.158146401487608
"12019",149019,3272,8771,42300,36995,17747,27188,12746,136976,39934,1.77520914207003,0.155786939226005
"12021",285066,16308,13693,74930,48194,23952,63928,44061,255065,107989,3.37890552639597,0.49178723584399
"12023",47698,1748,4703,17405,12036,4458,5058,2290,41247,7348,2.59534354356997,0.19447675677863
"12027",24651,3113,3102,10331,3631,1333,2178,963,18436,3141,1.60378069332228,0.150734356906999
"12029",12472,719,1663,5967,1976,794,742,611,10090,1353,2.17940337196654,0.173687490055427
"12031",674424,20229,43844,189218,142643,66001,141783,70706,610351,212489,2.36202726580839,0.206394551678849
"12033",215669,5402,14872,58926,51828,25576,37553,21512,195395,59065,3.73046556168151,0.181863603610718
"12035",87717,2574,4162,28142,20175,8787,15631,8246,80981,23877,1.56658742805413,0.12224242185947
"12037",9598,689,1337,3071,1789,686,1174,852,7572,2026,4.13400649729701,0.137174599390406
"12039",31151,1971,4016,11085,6066,1907,3986,2120,25164,6106,2.02559571400825,0.128742523596113
"12041",12359,534,1158,5203,2539,1377,1164,384,10667,1548,1.41869045539024,0.0857743520795019
"12043",9687,1285,1677,3203,1914,308,923,377,6725,1300,2.27728031010896,0.232432349471005
"12045",11839,496,1074,3889,2660,991,1728,1001,10269,2729,2.42361748588928,0.138095073715101
"12047",10398,786,1718,4752,1468,733,715,226,7894,941,2.26060514807456,0.126275315879899
"12049",16583,1965,1975,7693,2373,879,1193,505,12643,1698,1.60026580603483,0.150955137525003
"12051",25071,4017,3675,8913,4034,2307,1458,667,17379,2125,2.7515624884369,0.279023328452996
"12053",143751,4600,11230,48346,36893,14788,18536,9358,127921,27894,1.93192186646365,0.118772313073608
"12055",77936,4122,6861,28122,17201,6990,9528,5112,66953,14640,2.83485017937972,0.26131307595
"12057",994683,46388,61201,262090,177680,93867,224209,129248,887094,353457,3.07103298722539,0.257454424017744
"12059",14291,670,2119,6541,2799,798,945,419,11502,1364,1.75010641353643,0.119470881499915
"12061",122616,3447,7428,33926,25641,12925,23763,15486,111741,39249,1.61230697510167,0.128012335548254
"12063",35131,1435,4413,14007,7913,2722,2735,1906,29283,4641,2.22527849445681,0.233020390967905
"12065",10775,528,1217,3738,2214,758,1561,759,9030,2320,2.18645320590685,0.149038093205191
"12067",5978,792,785,2549,1122,293,345,92,4401,437,1.8682885969954,0.132644703182499
"12069",278005,7525,19218,87063,61212,32781,44593,25613,251262,70206,3.1104945965748,0.276731354848497
"12071",568166,24812,33327,175221,116360,53641,100887,63918,510027,164805,3.39561670646266,0.208390812864557
"12073",174434,3618,8246,33154,31361,15977,46511,35567,162570,82078,2.4211461879554,0.170724682687999
"12075",31164,1170,2707,13196,5917,3466,3262,1446,27287,4708,3.00363390815574,0.278323663978514
"12077",5752,303,1020,2383,954,318,478,296,4429,774,2.98837905300553,0.204624830121499
"12079",13461,705,1924,4958,2664,1448,1189,573,10832,1762,2.1563471554892,0.174126344765154
"12081",297254,10581,18374,86428,59193,26945,58131,37602,268299,95733,2.24108910657397,0.188158685821159
"12083",275914,9835,22218,98785,59414,26488,38029,21145,243861,59174,3.32752264424015,0.399542128955997
"12085",122738,3568,6124,31120,28640,11259,26928,15099,113046,42027,2.0358797311421,0.159839714176909
"12086",1917165,166277,169424,506656,280011,186127,380441,228229,1581464,608670,4.59473084303705,0.470052329327689
"12087",64452,2268,2845,17890,13336,5112,13970,9031,59339,23001,9.80501329369002,0.317802070755592
"12089",65419,1516,4047,20197,12915,5948,13383,7413,59856,20796,2.75993290095724,0.163323421696896
"12091",143586,3736,6486,35339,33902,16430,29743,17950,133364,47693,2.02835993315249,0.242547762459981
"12093",28161,2027,3430,10324,5467,2229,3196,1488,22704,4684,2.58482244873482,0.210648819955505
"12095",954106,40159,60336,231759,171937,109275,219794,120846,853611,340640,2.6984047026343,0.239530225517001
"12097",252003,14290,19453,74371,54996,27630,41508,19755,218260,61263,3.34396267269915,0.358073262159495
"12099",1087027,60070,58779,254306,200564,100451,250300,162557,968178,412857,2.95489702062956,0.522739796736443
"12101",399964,11670,26589,133623,84206,39576,67728,36572,361705,104300,2.19204177609144,0.183246193962088
"12103",741415,19207,39018,197083,157501,75675,163138,89793,683190,252931,2.2851693431671,0.0778978190221161
"12105",494853,26963,40548,167752,107460,48182,69222,34726,427342,103948,3.71321179593226,0.477478841796502
"12107",52347,2663,6832,21983,10005,4191,4521,2152,42852,6673,2.23640233969897,0.199479491843498
"12113",129476,2294,7698,35172,29643,16928,24333,13408,119484,37741,2.62369301854968,0.280050567720396
"12115",343723,7021,14689,91967,68864,32916,73434,54832,322013,128266,1.88876775690607,0.142842744523921
"12117",330745,6369,12880,67983,63289,41522,91599,47103,311496,138702,1.53275669494029,0.082595181219498
"12109",189106,3099,6924,41159,33956,17017,53193,33758,179083,86951,2.04195504551767,0.162921796501534
"12111",236957,11073,16845,74500,52495,24677,37637,19730,209039,57367,1.57868783485385,0.144495682630203
"12119",114717,1988,6937,34680,23154,10276,22230,15452,105792,37682,2.13955530829748,0.138697052674007
"12121",30796,2294,2970,12489,6202,1923,2863,2055,25532,4918,2.11615071758031,0.167951006157996
"12123",15988,470,2376,7091,3046,1097,1328,580,13142,1908,2.47104992485907,0.255223008998489
"12125",11772,483,2187,4341,2308,1161,892,400,9102,1292,1.22948588370112,0.0605216758404994
"12127",407582,11555,24591,126964,91735,49138,68388,35211,371436,103599,3.57487188276952,0.30379177437884
"12129",24100,632,2217,8597,5996,1842,2930,1886,21251,4816,2.30440795220732,0.152923571385962
"12131",54160,1265,3488,15313,11198,5299,11448,6149,49407,17597,2.64865651306965,0.279743242966757
"12133",18200,785,2205,7662,4067,1211,1439,831,15210,2270,2.32417685933539,0.150073894731502
"13001",12349,795,1947,4741,2614,1053,653,546,9607,1199,2.03837457760879,0.126252704564501
"13003",5266,939,807,1739,836,372,288,285,3520,573,1.6270508507571,0.0845884290950017
"13005",7300,438,778,2873,1912,492,368,439,6084,807,1.29080136961501,0.0703202594754992
"13007",2139,110,240,730,350,320,202,187,1789,389,1.84325132736988,0.0857139978700049
"13009",27472,1263,2666,8989,5295,2313,4190,2756,23543,6946,1.52996791546797,0.0671028121500002
"13011",12555,926,1974,3997,2529,1059,1224,846,9655,2070,1.04004273267109,0.0594870628185012
"13013",54169,2571,4079,18643,12916,4664,7001,4295,47519,11296,1.04643417187214,0.0411705717900003
"13015",72046,3255,6434,26564,16260,5280,9617,4636,62357,14253,1.52596951998337,0.118955946222502
"13017",11585,610,1270,5796,1727,915,914,353,9705,1267,1.4319230010677,0.0625971340000067
"13019",12546,574,1862,5107,2212,1156,1081,554,10110,1635,1.8220362982037,0.112280781496001
"13021",102514,3962,9990,31471,23262,7656,13612,12561,88562,26173,1.30858522737612,0.0635591178735001
"13023",8170,411,604,2843,2221,787,715,589,7155,1304,1.12045395283378,0.0543935778144979
"13025",12458,518,1813,5641,2518,1159,308,501,10127,809,2.00276514649815,0.109613474913996
"13027",11332,744,1346,3865,2497,977,1251,652,9242,1903,2.07268069920552,0.121531311305296
"13029",27191,644,1454,7363,6095,2525,5718,3392,25093,9110,2.6599426990566,0.111875564641483
"13031",44689,1162,4111,13282,9816,3683,7525,5110,39416,12635,2.19892675471791,0.170941371275998
"13033",15492,816,1675,5636,3294,1724,1722,625,13001,2347,2.48060543526732,0.208845923416995
"13035",17603,614,2704,7289,3689,1162,1409,736,14285,2145,1.1972276235921,0.0471290057570007
"13037",4243,317,677,1619,965,177,315,173,3249,488,1.4909841299068,0.0697683991400015
"13039",34756,686,2157,11216,9884,3233,4590,2990,31913,7580,2.31943612842432,0.167589807991483
"13043",7273,823,767,2784,1547,432,631,289,5683,920,1.03469782805744,0.0617776548355036
"13045",75145,3197,7627,25971,16798,5359,10382,5811,64321,16193,1.74567871457293,0.126721277675441
"13047",46985,1564,3550,15510,12019,3944,6965,3433,41871,10398,1.00447222832771,0.041498884707787
"13049",9078,761,981,3688,1881,673,739,355,7336,1094,2.70157506348997,0.191318845149593
"13051",200334,4957,13843,48789,46799,14736,42640,28570,181534,71210,2.371639236279,0.121934365413095
"13053",4609,72,155,1158,1595,492,747,390,4382,1137,1.39325954950266,0.0622811963763919
"13055",17147,1691,3113,6255,3139,1088,1096,765,12343,1861,1.28715946550637,0.0796879229433629
"13057",178140,5723,8618,40211,40606,14595,47795,20592,163799,68387,1.51881715457904,0.110141425626495
"13059",73044,2660,4855,14054,12370,4805,17059,17241,65529,34300,0.909806606433288,0.0305764676334978
"13061",2141,79,340,648,397,290,256,131,1722,387,1.31757788148731,0.0534842412520725
"13063",183644,10954,15911,60708,41339,17591,24563,12578,156779,37141,1.12405946903632,0.0362866760864992
"13065",4583,521,660,1701,978,221,350,152,3402,502,2.18355344509637,0.201443013205187
"13067",516087,19198,17381,93670,95410,37379,160192,92857,479508,253049,1.29372779423696,0.0870179931525
"13069",28413,2421,4063,11127,4912,1902,2648,1340,21929,3988,2.05820744661369,0.148231261200503
"13071",29903,2750,4304,11510,5014,2014,2374,1937,22849,4311,1.67621245819806,0.136394074909505
"13073",102678,2151,5122,23328,20760,12776,22813,15728,95405,38541,1.34972969065052,0.0773611421543623
"13075",11070,607,1454,3536,2479,1151,1013,830,9009,1843,1.27092398626163,0.0571404507555003
"13077",98082,2857,6463,26095,21201,8441,21768,11257,88762,33025,1.73140500626941,0.111883933432
"13079",8603,368,1243,3425,2052,539,562,414,6992,976,1.60476002463374,0.0813378846414994
"13081",13776,642,1648,5484,2807,1307,1032,856,11486,1888,1.18555086385503,0.0694300889135001
"13083",11139,620,1292,3922,2372,1101,1221,611,9227,1832,1.02567716493124,0.0444578962782971
"13085",18763,542,1638,4392,4796,1248,4163,1984,16583,6147,1.30142776743482,0.0544841332629951
"13087",19242,1309,1686,6864,4441,2133,1725,1084,16247,2809,1.72896766994554,0.15222475641522
"13089",519772,22137,26081,106060,87844,38067,135676,103907,471554,239583,1.23070014996465,0.0683484248649997
"13091",14512,539,1506,5986,3270,953,1550,708,12467,2258,2.01295185506284,0.124596498504003
"13093",8539,411,1294,3657,1398,619,783,377,6834,1160,1.39729227640773,0.0983604064065032
"13095",55875,2681,6505,16603,12570,4867,6938,5711,46689,12649,1.43640136249692,0.0823503254024973
"13097",93017,3523,7353,27374,19608,7826,17000,10333,82141,27333,1.04237003208982,0.0506402022924982
"13099",7028,445,949,2727,1382,516,667,342,5634,1009,1.88947353936217,0.12671442367666
"13101",2550,166,369,1153,444,158,195,65,2015,260,1.57178573481405,0.102668418203139
"13103",41509,1142,2863,15115,8673,3705,7216,2795,37504,10011,2.0004160477433,0.119861350832951
"13105",13785,591,2277,5511,3032,643,1070,661,10917,1731,1.61334173673693,0.0947150754069402
"13107",15046,1106,1881,6501,2445,1189,1263,661,12059,1924,2.32056008282119,0.171684311748998
"13109",7059,482,1129,2694,1211,428,640,475,5448,1115,0.980468860077238,0.0462642225280036
"13111",19588,837,1585,6524,4137,1907,2589,2009,17166,4598,1.85379882810036,0.10013593913388
"13113",80580,1492,2657,16761,15642,6784,22867,14377,76431,37244,1.09906513503483,0.0500794688479994
"13115",65597,4446,6245,21660,14023,5488,8019,5716,54906,13735,1.94140353658814,0.131455190148767
"13117",160396,4463,5762,23420,25830,11232,57284,32405,150171,89689,1.21920559584042,0.0626346021895036
"13119",15784,773,2105,5474,3242,1571,1539,1080,12906,2619,1.24189431135887,0.0675900747594018
"13121",720422,17277,31383,118809,106509,43921,235791,166732,671762,402523,2.75108563118321,0.1347272400215
"13123",22958,1594,1842,8108,4279,2094,3181,1860,19522,5041,1.6656830569422,0.109789561284002
"13125",1954,166,189,801,419,152,201,26,1599,227,0.938164644276161,0.0361852738155025
"13127",59459,2023,4538,16113,13320,5387,11020,7058,52898,18078,1.80015825057068,0.114153693660466
"13129",38638,3520,5470,13102,7778,2543,3620,2605,29648,6225,1.55706427244865,0.0911779211959971
"13131",17588,1411,2153,6595,3417,1324,1563,1125,14024,2688,1.38491807992675,0.112410449730781
"13133",13736,608,1091,4262,2536,864,2757,1618,12037,4375,1.61451629648854,0.102179431754504
"13135",606958,38322,35255,135492,107347,56850,151593,82099,533381,233692,1.57460258899147,0.110346154411499
"13137",30897,2829,3185,10547,5347,1782,4023,3184,24883,7207,1.4915174640903,0.0710455512681674
"13139",132699,14906,10783,37544,27121,9088,20729,12528,107010,33257,1.71695782522914,0.108899528378997
"13141",6809,909,1200,2457,1187,429,510,117,4700,627,1.76283429901569,0.119777318004999
"13143",20449,965,2497,7942,4495,1098,2163,1289,16987,3452,1.1228241737074,0.0714006063222409
"13145",24049,338,1272,6147,6109,2396,4427,3360,22439,7787,1.62474094187696,0.117791451470146
"13147",18826,942,2422,6753,3824,1755,2163,967,15462,3130,1.09994259756198,0.06519941376993
"13149",7841,357,1051,3304,1925,384,461,359,6433,820,1.19391478796315,0.0755183099730695
"13151",153886,3499,8212,48272,34315,16136,28002,15450,142175,43452,1.76311919970457,0.082015299982999
"13153",105717,2397,4992,29772,23823,11722,18793,14218,98328,33011,1.8110135431333,0.0943809186414968
"13155",6689,297,1117,2308,1302,521,536,608,5275,1144,1.58411294433681,0.0893355782489991
"13157",50058,2445,4430,16087,10173,4407,8669,3847,43183,12516,1.45362156879103,0.0868430474170022
"13159",10063,331,916,4400,2093,701,929,693,8816,1622,1.41769431019339,0.0937313852259972
"13161",9611,543,1423,3391,2196,823,838,397,7645,1235,1.55928007302638,0.0827887324699963
